Hito [UY028492780],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-08-14 13:26,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2019-08-15 12:45,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2019-08-15 15:01,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2019-08-16 14:32,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2019-08-18 13:10,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2019-08-20 10:02,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2019-08-23 09:34,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2019-08-23 15:07,Guachera,Cria artificial y control sanitario.
Revision general de salud,2019-08-25 08:49,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2019-09-20 15:47,Oficina / app,Cierre de registro.
Vacunacion clostridial,2019-10-13 17:20,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2019-10-21 18:34,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2019-11-12 09:48,Potrero 3 (7654321-12004),Vacunacion clostridial
Desparasitacion,2019-11-12 16:50,Potrero 3 (7654321-12004),Antiparasitario programado.
Seleccion,2019-12-03 18:46,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2020-05-10 18:05,Potrero 3 (7654321-12004),Antiparasitario programado.
Recria,2020-05-17 14:52,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2020-06-10 12:06,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2020-07-07 17:53,Potrero 3 (7654321-12004),Segundo celo detectado.
Servicio (IA o natural),2020-07-19 09:19,Potrero 3 (7654321-12004),Servicio exitoso.
Tercer Celo,2020-07-19 16:48,Potrero 3 (7654321-12004),Tercer celo detectado.
Prenez confirmada,2020-09-17 06:28,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2020-11-06 12:32,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2020-11-11 16:25,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2021-01-01 14:13,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2021-04-28 10:22,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-04-29 07:28,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2021-04-30 07:49,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2021-05-05 17:17,Potrero 3 (7654321-12004),Antiparasitario programado.
Servicio (IA o natural),2021-06-18 09:51,Potrero 3 (7654321-12004),Servicio exitoso.
Primer Celo posparto,2021-06-18 18:15,Potrero 3 (7654321-12004),Retorno al celo.
Prenez confirmada,2021-08-17 17:37,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2021-11-01 17:59,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2021-11-11 13:09,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Paricion,2022-03-28 17:22,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-03-29 17:39,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2022-03-30 16:27,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2022-04-30 11:29,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo posparto,2022-05-28 08:39,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2022-05-28 08:50,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2022-07-27 09:52,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2022-10-27 13:20,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2022-11-11 15:40,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Paricion,2023-03-07 09:51,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-03-08 06:36,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2023-03-09 11:34,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2023-04-25 15:00,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo posparto,2023-05-12 10:38,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2023-05-12 14:10,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2023-07-11 11:45,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2023-10-22 18:54,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2023-11-11 10:40,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Paricion,2024-02-19 10:18,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-02-20 15:17,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2024-02-21 14:57,Potrero 3 (7654321-12004),Inicio de lactancia.
Servicio (IA o natural),2024-04-17 07:08,Potrero 3 (7654321-12004),Servicio exitoso.
