Hito [UY869119330],Fecha y Hora,Ubicación,Nota
Nacimiento,2023-04-24 08:39,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2023-04-25 06:25,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2023-04-25 09:08,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2023-04-25 17:30,Instalaciones sanitarias,Revision sanitaria inicial.
Colocacion de caravana oficial,2023-04-27 17:15,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2023-05-01 11:01,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2023-05-04 18:19,Manga / campo,Plan sanitario local.
Revision general de salud,2023-05-05 10:53,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2023-05-15 17:28,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2023-05-31 17:43,Oficina / app,Cierre de registro.
Vacunacion clostridial,2023-06-23 14:25,Potrero 4 (7654321-12005),Vacunacion clostridial
Destete,2023-07-03 10:46,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2023-07-23 08:12,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2023-07-23 08:49,Potrero 4 (7654321-12005),Vacunacion clostridial
Seleccion,2023-09-06 09:28,Manga / campo,Seleccion de reposicion o descarte.
Desparasitacion,2024-01-19 09:53,Potrero 4 (7654321-12005),Antiparasitario programado.
Recria,2024-02-21 15:41,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2024-04-22 13:48,Potrero 4 (7654321-12005),Primer celo detectado.
Segundo Celo,2024-05-20 14:55,Potrero 4 (7654321-12005),Segundo celo detectado.
Servicio (IA o natural),2024-06-10 06:32,Potrero 4 (7654321-12005),Servicio exitoso.
Tercer Celo,2024-06-10 11:52,Potrero 4 (7654321-12005),Tercer celo detectado.
Desparasitacion,2024-07-17 06:15,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2024-07-22 14:56,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Prenez confirmada,2024-08-09 18:10,Potrero 4 (7654321-12005),Diagnostico de gestacion.
Primer servicio (hembras),2024-08-13 12:47,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2025-01-13 06:29,Potrero 4 (7654321-12005),Antiparasitario programado.
Desparasitacion,2025-07-12 06:58,Potrero 4 (7654321-12005),Antiparasitario programado.
Vacunacion clostridial,2025-07-22 15:01,Potrero 4 (7654321-12005),Refuerzo anual clostridial.
Celo detectado,2025-12-17 10:45,Potrero 4 (7654321-12005),En espera de servicio.
