Hito [UY166944844],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-10-18 12:28,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2021-10-19 12:20,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2021-10-19 12:43,Manga / campo,Identificacion oficial.
Control de ombligo y signos vitales,2021-10-19 14:00,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2021-10-20 15:05,Corral de terneros / guachera,Separacion para manejo individual.
Ingreso al sistema (SNIG),2021-10-22 18:47,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2021-11-01 06:44,Manga / campo,Plan sanitario local.
Revision general de salud,2021-11-07 07:22,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2021-11-07 18:59,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2021-11-25 07:18,Oficina / app,Cierre de registro.
Vacunacion clostridial,2021-12-17 07:11,Potrero 1 (7654321-12002),Vacunacion clostridial
Destete,2021-12-31 12:25,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2022-01-16 14:29,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2022-01-16 16:51,Potrero 1 (7654321-12002),Vacunacion clostridial
Recria,2022-01-31 13:10,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2022-07-15 16:35,Potrero 1 (7654321-12002),Antiparasitario programado.
Primer Celo,2022-09-15 14:18,Potrero 1 (7654321-12002),Primer celo detectado.
Segundo Celo,2022-10-14 16:09,Potrero 1 (7654321-12002),Segundo celo detectado.
Seleccion,2022-10-16 09:08,Manga / campo,Seleccion de reposicion o descarte.
Tercer Celo,2022-11-09 10:43,Potrero 1 (7654321-12002),Tercer celo detectado.
Servicio (IA o natural),2022-11-09 18:55,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2023-01-08 17:41,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2023-01-11 07:18,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2023-01-16 15:54,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Primer servicio (hembras),2023-03-02 18:51,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2023-07-10 16:04,Potrero 1 (7654321-12002),Antiparasitario programado.
Paricion,2023-08-19 11:00,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-08-20 14:55,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2023-08-21 14:09,Potrero 1 (7654321-12002),Inicio de lactancia.
Servicio (IA o natural),2023-10-20 06:36,Potrero 1 (7654321-12002),Servicio exitoso.
Primer Celo posparto,2023-10-20 07:02,Potrero 1 (7654321-12002),Retorno al celo.
Prenez confirmada,2023-12-19 15:25,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2024-01-06 10:06,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2024-01-16 06:54,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2024-07-04 09:46,Potrero 1 (7654321-12002),Antiparasitario programado.
Paricion,2024-07-29 14:35,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-07-30 07:19,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2024-07-31 09:47,Potrero 1 (7654321-12002),Inicio de lactancia.
Servicio (IA o natural),2024-09-23 17:22,Potrero 1 (7654321-12002),Servicio exitoso.
Primer Celo posparto,2024-09-23 17:57,Potrero 1 (7654321-12002),Retorno al celo.
Prenez confirmada,2024-11-22 09:26,Potrero 1 (7654321-12002),Diagnostico de gestacion.
Desparasitacion,2024-12-31 15:31,Potrero 1 (7654321-12002),Antiparasitario programado.
Vacunacion clostridial,2025-01-15 18:59,Potrero 1 (7654321-12002),Refuerzo anual clostridial.
Desparasitacion,2025-06-29 11:22,Potrero 1 (7654321-12002),Antiparasitario programado.
Paricion,2025-07-03 16:54,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-07-04 14:09,Potrero 1 (7654321-12002),Ingreso a rutina.
Lactancia,2025-07-05 08:11,Potrero 1 (7654321-12002),Inicio de lactancia.
Servicio (IA o natural),2025-08-21 09:39,Potrero 1 (7654321-12002),Servicio exitoso.
Prenez confirmada,2025-10-20 10:12,Potrero 1 (7654321-12002),Diagnostico de gestacion.
