Hito [UY244703907],Fecha y Hora,Ubicación,Nota
Nacimiento,2021-08-28 12:05,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2021-08-28 12:40,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2021-08-30 14:47,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2021-08-31 12:11,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2021-09-02 09:11,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2021-09-02 13:45,Instalaciones sanitarias,Revision sanitaria inicial.
Vacunas iniciales,2021-09-08 10:35,Manga / campo,Plan sanitario local.
Revision general de salud,2021-09-11 06:52,Campo / instalaciones,Chequeo clinico.
Guachera (cria artificial),2021-09-28 09:01,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2021-10-01 15:19,Oficina / app,Cierre de registro.
Destete,2021-10-27 08:16,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2021-10-27 10:23,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2021-11-26 09:49,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2021-11-26 12:40,Potrero 2 (7654321-12003),Vacunacion clostridial
Recria,2022-04-28 16:53,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2022-05-25 16:11,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo,2022-06-09 08:31,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2022-06-28 17:41,Potrero 2 (7654321-12003),Segundo celo detectado.
Seleccion,2022-07-25 07:41,Manga / campo,Seleccion de reposicion o descarte.
Servicio (IA o natural),2022-07-27 07:48,Potrero 2 (7654321-12003),Servicio exitoso.
Tercer Celo,2022-07-27 09:01,Potrero 2 (7654321-12003),Tercer celo detectado.
Prenez confirmada,2022-09-25 10:31,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2022-11-21 18:06,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-11-26 11:03,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2023-02-14 10:26,Campo / brete / veterinario,Inicio de vida reproductiva.
Paricion,2023-05-06 07:38,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-05-07 17:23,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2023-05-08 15:30,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2023-05-20 15:48,Potrero 2 (7654321-12003),Antiparasitario programado.
Servicio (IA o natural),2023-07-01 10:40,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2023-07-01 15:27,Potrero 2 (7654321-12003),Retorno al celo.
Prenez confirmada,2023-08-30 16:30,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2023-11-16 08:34,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-11-26 10:18,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2024-04-09 17:52,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-04-10 07:23,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2024-04-11 14:46,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2024-05-14 11:55,Potrero 2 (7654321-12003),Antiparasitario programado.
Servicio (IA o natural),2024-05-28 10:10,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2024-05-28 15:01,Potrero 2 (7654321-12003),Retorno al celo.
Prenez confirmada,2024-07-27 15:03,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2024-11-10 11:52,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-11-25 14:40,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2025-03-07 08:20,Potrero de maternidad,Supervision del parto.
Inicio ordene,2025-03-08 13:56,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2025-03-09 17:08,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2025-05-09 16:51,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-11-05 10:17,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-11-25 07:32,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Celo detectado,2025-12-08 08:03,Potrero 2 (7654321-12003),En espera de servicio.
