Hito [UY314797776],Fecha y Hora,Ubicación,Nota
Nacimiento,2025-11-20 07:22,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2025-11-21 13:54,Corral o potrero,Asegurar calostrado.
Colocacion de caravana oficial,2025-11-22 10:49,Manga / campo,Identificacion oficial.
Separacion de la madre,2025-11-22 12:37,Corral de terneros / guachera,Separacion para manejo individual.
Control de ombligo y signos vitales,2025-11-23 15:36,Instalaciones sanitarias,Revision sanitaria inicial.
Ingreso al sistema (SNIG),2025-11-25 14:06,Oficina / app,Registro del nacimiento.
Revision general de salud,2025-11-28 11:35,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2025-12-01 17:50,Manga / campo,Plan sanitario local.
Guachera (cria artificial),2025-12-18 09:39,Guachera,Cria artificial y control sanitario.
Carga de nacimiento en SNIG,2025-12-20 18:19,Oficina / app,Cierre de registro.
