Hito [UY099585092],Fecha y Hora,Ubicación,Nota
Nacimiento,2019-12-02 06:10,Potrero / corral de maternidad,Registro del nacimiento.
Colocacion de caravana oficial,2019-12-03 08:30,Manga / campo,Identificacion oficial.
Primer calostro,2019-12-03 16:00,Corral o potrero,Asegurar calostrado.
Separacion de la madre,2019-12-04 17:38,Corral de terneros / guachera,Separacion para manejo individual.
Ingreso al sistema (SNIG),2019-12-06 10:14,Oficina / app,Registro del nacimiento.
Control de ombligo y signos vitales,2019-12-07 12:05,Instalaciones sanitarias,Revision sanitaria inicial.
Guachera (cria artificial),2019-12-07 18:52,Guachera,Cria artificial y control sanitario.
Revision general de salud,2019-12-09 17:24,Campo / instalaciones,Chequeo clinico.
Vacunas iniciales,2019-12-12 07:38,Manga / campo,Plan sanitario local.
Carga de nacimiento en SNIG,2020-01-07 15:41,Oficina / app,Cierre de registro.
Vacunacion clostridial,2020-01-31 14:58,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2020-02-05 16:31,Corrales / potrero,Paso a alimentacion solida.
Desparasitacion,2020-03-01 06:16,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2020-03-01 15:22,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2020-08-28 08:26,Potrero 2 (7654321-12003),Antiparasitario programado.
Recria,2020-10-11 06:12,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Primer Celo,2020-10-26 14:33,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2020-11-18 17:14,Potrero 2 (7654321-12003),Segundo celo detectado.
Seleccion,2020-11-21 10:12,Manga / campo,Seleccion de reposicion o descarte.
Tercer Celo,2020-12-12 15:10,Potrero 2 (7654321-12003),Tercer celo detectado.
Servicio (IA o natural),2020-12-12 16:02,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2021-02-10 11:15,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2021-02-24 14:06,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer servicio (hembras),2021-02-28 18:38,Campo / brete / veterinario,Inicio de vida reproductiva.
Vacunacion clostridial,2021-03-01 11:52,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2021-08-23 14:04,Potrero 2 (7654321-12003),Antiparasitario programado.
Paricion,2021-09-21 16:00,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-09-22 08:05,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2021-09-23 10:49,Potrero 2 (7654321-12003),Inicio de lactancia.
Primer Celo posparto,2021-11-22 12:22,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2021-11-22 16:25,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2022-01-21 12:37,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2022-02-19 14:18,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-03-01 10:14,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2022-08-18 11:07,Potrero 2 (7654321-12003),Antiparasitario programado.
Paricion,2022-09-01 09:33,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-09-02 06:47,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2022-09-03 17:04,Potrero 2 (7654321-12003),Inicio de lactancia.
Servicio (IA o natural),2022-10-31 07:35,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2022-12-30 10:46,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2023-02-14 18:32,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-03-01 15:12,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2023-08-13 10:56,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2024-02-09 14:52,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-02-29 13:59,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2024-08-07 18:36,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-02-03 10:44,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-02-28 12:36,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Desparasitacion,2025-08-02 13:24,Potrero 2 (7654321-12003),Antiparasitario programado.
