Hito [UY234760738],Fecha y Hora,Ubicación,Nota
Nacimiento,2018-03-03 06:14,Potrero / corral de maternidad,Registro del nacimiento.
Primer calostro,2018-03-03 17:56,Corral o potrero,Asegurar calostrado.
Control de ombligo y signos vitales,2018-03-04 07:43,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2018-03-05 07:19,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2018-03-08 13:17,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2018-03-10 14:36,Oficina / app,Registro del nacimiento.
Guachera (cria artificial),2018-03-15 15:15,Guachera,Cria artificial y control sanitario.
Vacunas iniciales,2018-03-18 06:11,Manga / campo,Plan sanitario local.
Revision general de salud,2018-03-23 11:01,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-04-05 15:09,Oficina / app,Cierre de registro.
Vacunacion clostridial,2018-05-02 06:05,Potrero 3 (7654321-12004),Vacunacion clostridial
Destete,2018-05-14 16:57,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2018-06-01 11:35,Potrero 3 (7654321-12004),Vacunacion clostridial
Desparasitacion,2018-06-01 14:57,Potrero 3 (7654321-12004),Antiparasitario programado.
Seleccion,2018-08-11 18:44,Manga / campo,Seleccion de reposicion o descarte.
Recria,2018-11-17 12:48,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2018-11-28 09:36,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo,2019-01-16 11:03,Potrero 3 (7654321-12004),Primer celo detectado.
Segundo Celo,2019-02-13 07:27,Potrero 3 (7654321-12004),Segundo celo detectado.
Servicio (IA o natural),2019-03-05 07:21,Potrero 3 (7654321-12004),Servicio exitoso.
Tercer Celo,2019-03-05 09:53,Potrero 3 (7654321-12004),Tercer celo detectado.
Prenez confirmada,2019-05-04 15:49,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2019-05-27 14:10,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2019-06-01 07:38,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Primer servicio (hembras),2019-06-06 14:47,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2019-11-23 16:24,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2019-12-13 15:38,Potrero de maternidad,Supervision del parto.
Inicio ordene,2019-12-14 12:49,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2019-12-15 11:01,Potrero 3 (7654321-12004),Inicio de lactancia.
Primer Celo posparto,2020-02-18 16:17,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2020-02-18 18:28,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2020-04-18 13:14,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2020-05-21 08:08,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2020-05-31 15:50,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Desparasitacion,2020-11-17 10:19,Potrero 3 (7654321-12004),Antiparasitario programado.
Paricion,2020-11-27 11:35,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-11-28 12:27,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2020-11-29 08:43,Potrero 3 (7654321-12004),Inicio de lactancia.
Servicio (IA o natural),2021-01-24 12:05,Potrero 3 (7654321-12004),Servicio exitoso.
Primer Celo posparto,2021-01-24 15:42,Potrero 3 (7654321-12004),Retorno al celo.
Prenez confirmada,2021-03-25 18:39,Potrero 3 (7654321-12004),Diagnostico de gestacion.
Desparasitacion,2021-05-16 10:31,Potrero 3 (7654321-12004),Antiparasitario programado.
Vacunacion clostridial,2021-05-31 11:55,Potrero 3 (7654321-12004),Refuerzo anual clostridial.
Paricion,2021-11-03 10:51,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-11-04 09:45,Potrero 3 (7654321-12004),Ingreso a rutina.
Lactancia,2021-11-05 07:05,Potrero 3 (7654321-12004),Inicio de lactancia.
Desparasitacion,2021-11-12 08:04,Potrero 3 (7654321-12004),Antiparasitario programado.
Primer Celo posparto,2022-01-08 10:09,Potrero 3 (7654321-12004),Retorno al celo.
Servicio (IA o natural),2022-01-08 12:45,Potrero 3 (7654321-12004),Servicio exitoso.
Prenez confirmada,2022-03-09 18:40,Potrero 3 (7654321-12004),Diagnostico de gestacion.
