Hito [UY865241839],Fecha y Hora,Ubicación,Nota
Primer calostro,2018-06-30 15:03,Corral o potrero,Asegurar calostrado.
Nacimiento,2018-06-30 16:16,Potrero / corral de maternidad,Registro del nacimiento.
Control de ombligo y signos vitales,2018-07-01 06:44,Instalaciones sanitarias,Revision sanitaria inicial.
Separacion de la madre,2018-07-01 10:26,Corral de terneros / guachera,Separacion para manejo individual.
Colocacion de caravana oficial,2018-07-01 16:53,Manga / campo,Identificacion oficial.
Ingreso al sistema (SNIG),2018-07-04 12:28,Oficina / app,Registro del nacimiento.
Vacunas iniciales,2018-07-11 07:35,Manga / campo,Plan sanitario local.
Revision general de salud,2018-07-11 13:44,Campo / instalaciones,Chequeo clinico.
Carga de nacimiento en SNIG,2018-08-01 09:44,Oficina / app,Cierre de registro.
Guachera (cria artificial),2018-08-13 07:42,Guachera,Cria artificial y control sanitario.
Vacunacion clostridial,2018-08-29 13:39,Potrero 2 (7654321-12003),Vacunacion clostridial
Destete,2018-09-06 15:38,Corrales / potrero,Paso a alimentacion solida.
Vacunacion clostridial,2018-09-28 10:56,Potrero 2 (7654321-12003),Vacunacion clostridial
Desparasitacion,2018-09-28 13:51,Potrero 2 (7654321-12003),Antiparasitario programado.
Seleccion,2018-11-20 14:46,Manga / campo,Seleccion de reposicion o descarte.
Recria,2018-12-07 12:53,Campo / instalaciones lecheras,Pastoreo y ganancia de peso.
Desparasitacion,2019-03-27 12:41,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo,2019-04-16 07:50,Potrero 2 (7654321-12003),Primer celo detectado.
Segundo Celo,2019-05-17 07:31,Potrero 2 (7654321-12003),Segundo celo detectado.
Tercer Celo,2019-06-14 09:38,Potrero 2 (7654321-12003),Tercer celo detectado.
Servicio (IA o natural),2019-06-14 09:49,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2019-08-13 10:53,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2019-09-23 18:10,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2019-09-28 17:05,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Primer servicio (hembras),2019-12-11 07:18,Campo / brete / veterinario,Inicio de vida reproductiva.
Desparasitacion,2020-03-21 07:08,Potrero 2 (7654321-12003),Antiparasitario programado.
Paricion,2020-03-23 14:12,Potrero de maternidad,Supervision del parto.
Inicio ordene,2020-03-24 11:45,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2020-03-25 12:18,Potrero 2 (7654321-12003),Inicio de lactancia.
Primer Celo posparto,2020-05-22 08:02,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2020-05-22 14:31,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2020-07-21 09:44,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2020-09-17 17:46,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2020-09-27 11:52,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2021-03-01 13:21,Potrero de maternidad,Supervision del parto.
Inicio ordene,2021-03-02 09:00,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2021-03-03 06:42,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2021-03-16 06:54,Potrero 2 (7654321-12003),Antiparasitario programado.
Servicio (IA o natural),2021-05-13 07:53,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2021-05-13 07:58,Potrero 2 (7654321-12003),Retorno al celo.
Prenez confirmada,2021-07-12 15:42,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2021-09-12 08:06,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2021-09-27 11:11,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2022-02-20 13:09,Potrero de maternidad,Supervision del parto.
Inicio ordene,2022-02-21 07:49,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2022-02-22 14:04,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2022-03-11 12:58,Potrero 2 (7654321-12003),Antiparasitario programado.
Servicio (IA o natural),2022-04-28 07:57,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2022-04-28 17:46,Potrero 2 (7654321-12003),Retorno al celo.
Prenez confirmada,2022-06-27 10:41,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2022-09-07 15:30,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2022-09-27 07:25,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2023-02-05 09:29,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-02-06 10:16,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2023-02-07 13:03,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2023-03-06 18:36,Potrero 2 (7654321-12003),Antiparasitario programado.
Primer Celo posparto,2023-03-17 07:52,Potrero 2 (7654321-12003),Retorno al celo.
Servicio (IA o natural),2023-03-17 08:55,Potrero 2 (7654321-12003),Servicio exitoso.
Prenez confirmada,2023-05-16 06:54,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2023-09-02 16:28,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2023-09-27 12:29,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2023-12-25 10:23,Potrero de maternidad,Supervision del parto.
Inicio ordene,2023-12-26 18:43,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2023-12-27 11:27,Potrero 2 (7654321-12003),Inicio de lactancia.
Servicio (IA o natural),2024-02-28 07:54,Potrero 2 (7654321-12003),Servicio exitoso.
Primer Celo posparto,2024-02-28 17:07,Potrero 2 (7654321-12003),Retorno al celo.
Desparasitacion,2024-02-29 08:39,Potrero 2 (7654321-12003),Antiparasitario programado.
Prenez confirmada,2024-04-28 18:56,Potrero 2 (7654321-12003),Diagnostico de gestacion.
Desparasitacion,2024-08-27 12:49,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2024-09-26 10:53,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Paricion,2024-12-07 06:00,Potrero de maternidad,Supervision del parto.
Inicio ordene,2024-12-08 08:42,Potrero 2 (7654321-12003),Ingreso a rutina.
Lactancia,2024-12-09 16:10,Potrero 2 (7654321-12003),Inicio de lactancia.
Desparasitacion,2025-02-23 11:39,Potrero 2 (7654321-12003),Antiparasitario programado.
Desparasitacion,2025-08-22 06:55,Potrero 2 (7654321-12003),Antiparasitario programado.
Vacunacion clostridial,2025-09-26 12:44,Potrero 2 (7654321-12003),Refuerzo anual clostridial.
Celo detectado,2025-12-09 11:57,Potrero 2 (7654321-12003),En espera de servicio.
